ProbeSet,LocusLink,Symbol,GeneID
11742172_at,,KRTAP13-4,KRTAP13-4_11742172_at
11742173_x_at,LOC7940,LST1,LST1_11742173_x_at
11742174_x_at,LOC353145,LCE3E,LCE3E_11742174_x_at
11742175_x_at,LOC643965,TMEM88B,TMEM88B_11742175_x_at
11742176_s_at,LOC8348,HIST1H2BO,HIST1H2BO_11742176_s_at
11742177_at,LOC386684,KRTAP12-4,KRTAP12-4_11742177_at
11742178_x_at,LOC386684,KRTAP12-4,KRTAP12-4_11742178_x_at
11742179_at,LOC613227,HIGD1C,HIGD1C_11742179_at
11742180_at,LOC353142,LCE3A,LCE3A_11742180_at
11742181_x_at,LOC353142,LCE3A,LCE3A_11742181_x_at
11742182_x_at,,POTEE || POTEI || POTEJ || POTEF,POTEE || POTEI || POTEJ || POTEF_11742182_x_at
11742183_at,LOC135935,NOBOX,NOBOX_11742183_at
11742184_a_at,LOC3909,LAMA3,LAMA3_11742184_a_at
11742185_a_at,LOC83698,CALN1,CALN1_11742185_a_at
11742186_a_at,LOC29767,TMOD2,TMOD2_11742186_a_at
11742187_a_at,LOC63976,PRDM16,PRDM16_11742187_a_at
11742188_a_at,LOC8671,SLC4A4,SLC4A4_11742188_a_at
11742189_a_at,LOC116966,WDR17,WDR17_11742189_a_at
11742190_a_at,LOC2908,NR3C1,NR3C1_11742190_a_at
11742191_a_at,LOC861,RUNX1,RUNX1_11742191_a_at
11742192_a_at,LOC1240,CMKLR1,CMKLR1_11742192_a_at
11742193_a_at,LOC1268,CNR1,CNR1_11742193_a_at
11742194_a_at,LOC51557,LGSN,LGSN_11742194_a_at
11742195_s_at,LOC26036,ZNF451,ZNF451_11742195_s_at
11742196_s_at,LOC27072,VPS41,VPS41_11742196_s_at
11742197_a_at,LOC4771,NF2,NF2_11742197_a_at
11742198_x_at,LOC4771,NF2,NF2_11742198_x_at
11742199_s_at,LOC4077,NBR1,NBR1_11742199_s_at
11742200_a_at,LOC9581,PREPL,PREPL_11742200_a_at
11742201_a_at,LOC317,APAF1,APAF1_11742201_a_at
11742202_s_at,LOC1834,DSPP,DSPP_11742202_s_at
11742203_x_at,,PCDHGA11 || PCDHGA7 || PCDHGA5,PCDHGA11 || PCDHGA7 || PCDHGA5_11742203_x_at
11742204_a_at,LOC1432,MAPK14,MAPK14_11742204_a_at
11742205_a_at,LOC80323,CCDC68,CCDC68_11742205_a_at
11742206_a_at,LOC574028,CLLU1,CLLU1_11742206_a_at
11742207_a_at,LOC1462,VCAN,VCAN_11742207_a_at
11742208_a_at,LOC1462,VCAN,VCAN_11742208_a_at
11742209_a_at,LOC5151,PDE8A,PDE8A_11742209_a_at
11742210_a_at,LOC351,APP,APP_11742210_a_at
11742211_x_at,LOC351,APP,APP_11742211_x_at
11742212_a_at,LOC7422,VEGFA,VEGFA_11742212_a_at
11742213_x_at,LOC64403,CDH24,CDH24_11742213_x_at
11742214_s_at,,DAZ1 || DAZ3 || DAZ2 || DAZ4,DAZ1 || DAZ3 || DAZ2 || DAZ4_11742214_s_at
11742215_s_at,LOC351,APP,APP_11742215_s_at
11742216_a_at,LOC3824,KLRD1,KLRD1_11742216_a_at
11742217_a_at,LOC5786,PTPRA,PTPRA_11742217_a_at
11742218_x_at,LOC284111,SLC13A5,SLC13A5_11742218_x_at
11742219_a_at,LOC4179,CD46,CD46_11742219_a_at
11742220_x_at,LOC4179,CD46,CD46_11742220_x_at
11742221_a_at,LOC27133,KCNH5,KCNH5_11742221_a_at
11742222_x_at,LOC7652,ZNF99,ZNF99_11742222_x_at
11742223_a_at,LOC8602,NOP14,NOP14_11742223_a_at
11742224_a_at,LOC166979,CDC20B,CDC20B_11742224_a_at
11742225_a_at,LOC6885,MAP3K7,MAP3K7_11742225_a_at
11742226_a_at,LOC23746,AIPL1,AIPL1_11742226_a_at
11742227_at,LOC53842,CLDN22,CLDN22_11742227_at
11742228_s_at,,SUPT20HL1 || SUPT20HL2,SUPT20HL1 || SUPT20HL2_11742228_s_at
11742229_at,LOC100130302,SUPT20HL1,SUPT20HL1_11742229_at
11742230_x_at,LOC100130302,SUPT20HL1,SUPT20HL1_11742230_x_at
11742231_a_at,LOC343637,RSPO4,RSPO4_11742231_a_at
11742232_s_at,LOC10447,FAM3C,FAM3C_11742232_s_at
11742233_a_at,LOC344805,TMPRSS7,TMPRSS7_11742233_a_at
11742234_x_at,,ACOXL,ACOXL_11742234_x_at
11742235_at,LOC170067,SUPT20HL2,SUPT20HL2_11742235_at
11742236_s_at,,SUPT20HL1 || SUPT20HL2,SUPT20HL1 || SUPT20HL2_11742236_s_at
11742237_a_at,LOC148930,KNCN,KNCN_11742237_a_at
11742238_a_at,LOC55789,DEPDC1B,DEPDC1B_11742238_a_at
11742239_a_at,LOC55789,DEPDC1B,DEPDC1B_11742239_a_at
11742240_a_at,LOC64393,ZMAT3,ZMAT3_11742240_a_at
11742241_a_at,LOC22806,IKZF3,IKZF3_11742241_a_at
11742242_at,LOC5046,PCSK6,PCSK6_11742242_at
11742243_a_at,LOC467,ATF3,ATF3_11742243_a_at
11742244_a_at,LOC56971,CEACAM19,CEACAM19_11742244_a_at
11742245_a_at,LOC27429,HTRA2,HTRA2_11742245_a_at
11742246_at,LOC400165,C13ORF35,C13ORF35_11742246_at
11742247_a_at,LOC1956,EGFR,EGFR_11742247_a_at
11742248_x_at,LOC8193,DPF1,DPF1_11742248_x_at
11742249_a_at,LOC2492,FSHR,FSHR_11742249_a_at
11742250_a_at,LOC50940,PDE11A,PDE11A_11742250_a_at
11742251_s_at,,CYP2A6 || CYP2A7 || CYP2A13,CYP2A6 || CYP2A7 || CYP2A13_11742251_s_at
11742252_at,LOC283238,SLC22A24,SLC22A24_11742252_at
11742253_a_at,LOC147658,ZNF534,ZNF534_11742253_a_at
11742254_x_at,LOC147658,ZNF534,ZNF534_11742254_x_at
11742255_x_at,,POTEH || POTEG || POTEM,POTEH || POTEG || POTEM_11742255_x_at
11742256_a_at,LOC9356,SLC22A6,SLC22A6_11742256_a_at
11742257_a_at,LOC5733,PTGER3,PTGER3_11742257_a_at
11742258_s_at,LOC150160,CCT8L2,CCT8L2_11742258_s_at
11742259_a_at,LOC954,ENTPD2,ENTPD2_11742259_a_at
11742260_s_at,LOC946,SIGLEC6,SIGLEC6_11742260_s_at
11742261_a_at,LOC79989,TTC26,TTC26_11742261_a_at
11742262_x_at,LOC79989,TTC26,TTC26_11742262_x_at
11742263_a_at,LOC26206,SPAG8,SPAG8_11742263_a_at
11742264_x_at,LOC6473,SHOX,SHOX_11742264_x_at
11742265_a_at,LOC3077,HFE,HFE_11742265_a_at
11742266_a_at,LOC339883,C3ORF35,C3ORF35_11742266_a_at
11742267_s_at,,PRAMEF8 || PRAMEF7 || PRAMEF24*,PRAMEF8 || PRAMEF7 || PRAMEF24*_11742267_s_at
11742268_x_at,LOC10332,CLEC4M,CLEC4M_11742268_x_at
11742269_x_at,LOC10332,CLEC4M,CLEC4M_11742269_x_at
11742270_x_at,LOC93492,TPTE2,TPTE2_11742270_x_at
11742271_s_at,LOC50801,KCNK4,KCNK4_11742271_s_at
11742272_s_at,LOC53346,TM6SF1,TM6SF1_11742272_s_at
11742273_a_at,LOC9577,BRE,BRE_11742273_a_at
11742274_x_at,LOC6915,TBXA2R,TBXA2R_11742274_x_at
11742275_at,LOC120406,NXPE2,NXPE2_11742275_at
11742276_a_at,LOC7957,EPM2A,EPM2A_11742276_a_at
11742277_at,LOC51802,ASIC5,ASIC5_11742277_at
11742278_a_at,LOC1491,CTH,CTH_11742278_a_at
11742279_s_at,LOC284366,KLK9,KLK9_11742279_s_at
11742280_a_at,LOC92345,NAF1,NAF1_11742280_a_at
11742281_at,LOC92345,NAF1,NAF1_11742281_at
11742282_a_at,LOC958,CD40,CD40_11742282_a_at
11742283_at,LOC2248,FGF3,FGF3_11742283_at
11742284_at,LOC401082,FLJ25363*,FLJ25363*_11742284_at
11742285_a_at,LOC5077,PAX3,PAX3_11742285_a_at
11742286_at,LOC5077,PAX3,PAX3_11742286_at
11742287_a_at,LOC79094,CHAC1,CHAC1_11742287_a_at
11742288_at,LOC390667,PTX4,PTX4_11742288_at
11742289_a_at,LOC200959,GABRR3,GABRR3_11742289_a_at
11742290_at,LOC200959,GABRR3,GABRR3_11742290_at
11742291_a_at,LOC26251,KCNG2,KCNG2_11742291_a_at
11742292_a_at,LOC1815,DRD4,DRD4_11742292_a_at
11742293_at,LOC403284,OR6C68,OR6C68_11742293_at
11742294_at,,IGBP1P2 || ENSG00000266826,IGBP1P2 || ENSG00000266826_11742294_at
11742295_x_at,,IGBP1P2 || ENSG00000266826,IGBP1P2 || ENSG00000266826_11742295_x_at
11742296_x_at,LOC5449,POU1F1,POU1F1_11742296_x_at
11742297_a_at,LOC26261,FBXO24,FBXO24_11742297_a_at
11742298_x_at,LOC26261,FBXO24,FBXO24_11742298_x_at
11742299_a_at,LOC51147,ING4,ING4_11742299_a_at
11742300_a_at,LOC8487,GEMIN2,GEMIN2_11742300_a_at
11742301_x_at,LOC3804,KIR2DL3,KIR2DL3_11742301_x_at
11742302_at,,ENSG00000215765 || ENSG00000262638,ENSG00000215765 || ENSG00000262638_11742302_at
11742303_a_at,LOC444,ASPH,ASPH_11742303_a_at
11742304_x_at,LOC6758,SSX5,SSX5_11742304_x_at
11742305_a_at,LOC51298,THEG,THEG_11742305_a_at
11742306_at,LOC442038,SULT1C3,SULT1C3_11742306_at
11742307_s_at,,OR5T2 || OR5T1,OR5T2 || OR5T1_11742307_s_at
11742308_s_at,LOC7168,TPM1,TPM1_11742308_s_at
11742309_x_at,LOC7168,TPM1,TPM1_11742309_x_at
11742310_at,LOC126370,OR1I1,OR1I1_11742310_at
11742311_at,LOC26584,DUX1,DUX1_11742311_at
11742312_at,LOC81127,OR4K15,OR4K15_11742312_at
11742313_at,LOC120793,OR56A4,OR56A4_11742313_at
11742314_x_at,LOC643664,SLC35G6,SLC35G6_11742314_x_at
11742315_s_at,,RHCE || RHD,RHCE || RHD_11742315_s_at
11742316_x_at,LOC6006,RHCE,RHCE_11742316_x_at
11742317_x_at,,PSG11,PSG11_11742317_x_at
11742318_at,LOC128371,OR6K6,OR6K6_11742318_at
11742319_a_at,LOC55554,KLK15,KLK15_11742319_a_at
11742320_at,LOC1896,EDA,EDA_11742320_at
11742321_x_at,LOC1896,EDA,EDA_11742321_x_at
11742322_at,LOC391191,OR2AK2,OR2AK2_11742322_at
11742323_at,LOC119694,OR51F2,OR51F2_11742323_at
11742324_a_at,LOC841,CASP8,CASP8_11742324_a_at
11742325_s_at,,OR10H1 || OR10H5,OR10H1 || OR10H5_11742325_s_at
11742326_a_at,LOC2692,GHRHR,GHRHR_11742326_a_at
11742327_x_at,LOC2692,GHRHR,GHRHR_11742327_x_at
11742328_x_at,LOC9970,NR1I3,NR1I3_11742328_x_at
11742329_at,LOC390038,OR51D1,OR51D1_11742329_at
11742330_at,LOC441639,OR9K2,OR9K2_11742330_at
11742331_x_at,LOC1896,EDA,EDA_11742331_x_at
11742332_at,LOC442191,OR14J1,OR14J1_11742332_at
11742333_s_at,,OR4M2 || OR4M1,OR4M2 || OR4M1_11742333_s_at
11742334_at,LOC120787,OR52W1,OR52W1_11742334_at
11742335_at,LOC120776,OR2D2,OR2D2_11742335_at
11742336_at,LOC286365,OR13D1,OR13D1_11742336_at
11742337_at,LOC254783,OR6C74,OR6C74_11742337_at
11742338_s_at,LOC100132386,KRTAP4-9,KRTAP4-9_11742338_s_at
11742339_at,LOC138805,OR13F1,OR13F1_11742339_at
11742340_at,LOC219874,OR6T1,OR6T1_11742340_at
11742341_at,LOC390157,OR8K1,OR8K1_11742341_at
11742342_at,LOC81327,OR4A16,OR4A16_11742342_at
11742343_at,LOC79317,OR4K5,OR4K5_11742343_at
11742344_at,LOC79544,OR4K1,OR4K1_11742344_at
11742345_at,LOC127077,OR2T11,OR2T11_11742345_at
11742346_at,LOC81318,OR4A5,OR4A5_11742346_at
11742347_a_at,LOC2253,FGF8,FGF8_11742347_a_at
11742348_at,LOC390064,OR51I2,OR51I2_11742348_at
11742349_at,LOC403253,OR4A47,OR4A47_11742349_at
11742350_at,LOC390067,OR52H1,OR52H1_11742350_at
11742351_at,LOC138881,OR1L8,OR1L8_11742351_at
11742352_at,LOC134083,OR2Y1,OR2Y1_11742352_at
11742353_at,LOC391189,OR11L1,OR11L1_11742353_at
11742354_at,,OR5M10,OR5M10_11742354_at
11742355_at,LOC442361,OR2A2,OR2A2_11742355_at
11742356_at,LOC219429,OR4C11,OR4C11_11742356_at
11742357_at,LOC219960,OR10Q1,OR10Q1_11742357_at
11742358_at,LOC390195,OR5AN1,OR5AN1_11742358_at
11742359_at,LOC390077,OR52N2,OR52N2_11742359_at
11742360_at,LOC219981,OR5A2,OR5A2_11742360_at
11742361_at,LOC283092,OR4C13,OR4C13_11742361_at
11742362_at,LOC346517,OR6V1,OR6V1_11742362_at
11742363_at,LOC128372,OR6N1,OR6N1_11742363_at
11742364_at,LOC219493,OR5AR1,OR5AR1_11742364_at
11742365_at,LOC390063,OR51I1,OR51I1_11742365_at
11742366_at,LOC343406,OR10R2,OR10R2_11742366_at
11742367_at,LOC390429,OR4N2,OR4N2_11742367_at
11742368_x_at,LOC390429,OR4N2,OR4N2_11742368_x_at
11742369_s_at,,OR51A4 || OR51A2,OR51A4 || OR51A2_11742369_s_at
11742370_at,,OR52A4,OR52A4_11742370_at
11742371_at,LOC144125,OR2AG1,OR2AG1_11742371_at
11742372_at,LOC121130,OR10P1,OR10P1_11742372_at
11742373_s_at,,KRTAP4-7 || LOC100996750,KRTAP4-7 || LOC100996750_11742373_s_at
11742374_at,LOC196913,C14ORF183,C14ORF183_11742374_at
11742375_a_at,LOC353514,LILRA5,LILRA5_11742375_a_at
11742376_at,,OR8U1 || OR8U8,OR8U1 || OR8U8_11742376_at
11742377_at,LOC26658,OR7C2,OR7C2_11742377_at
11742378_a_at,,AKR1B15 || AKR1B10,AKR1B15 || AKR1B10_11742378_a_at
11742379_x_at,LOC441282,AKR1B15,AKR1B15_11742379_x_at
11742380_at,LOC390054,OR52A5,OR52A5_11742380_at
11742381_at,LOC26341,OR5H1,OR5H1_11742381_at
11742382_s_at,,OR5H1 || OR5H15,OR5H1 || OR5H15_11742382_s_at
11742383_x_at,LOC26341,OR5H1,OR5H1_11742383_x_at
11742384_at,LOC26686,OR4E2,OR4E2_11742384_at
11742385_s_at,,OR8B2 || OR8B3,OR8B2 || OR8B3_11742385_s_at
11742386_a_at,LOC834,CASP1,CASP1_11742386_a_at
11742387_s_at,LOC8386,OR1D5,OR1D5_11742387_s_at
11742388_at,LOC282775,OR5J2,OR5J2_11742388_at
11742389_at,LOC26494,OR8G1,OR8G1_11742389_at
11742390_at,LOC26338,OR5L2,OR5L2_11742390_at
11742391_at,LOC254973,OR1L4,OR1L4_11742391_at
11742392_s_at,,OR1L4 || OR1L6,OR1L4 || OR1L6_11742392_s_at
11742393_at,LOC259292,TAS2R46,TAS2R46_11742393_at
11742394_x_at,LOC259292,TAS2R46,TAS2R46_11742394_x_at
11742395_a_at,LOC27091,CACNG5,CACNG5_11742395_a_at
11742396_a_at,LOC339906,PRSS42,PRSS42_11742396_a_at
11742397_at,LOC23520,ANP32C,ANP32C_11742397_at
11742398_at,LOC3228,HOXC12,HOXC12_11742398_at
11742399_s_at,,LOC101929857 || LOC101929864 || SLX1A || SLX1B,LOC101929857 || LOC101929864 || SLX1A || SLX1B_11742399_s_at
11742400_x_at,LOC114335,CGB1,CGB1_11742400_x_at
11742401_a_at,LOC11092,C9ORF9,C9ORF9_11742401_a_at
11742402_at,LOC137814,NKX2-6,NKX2-6_11742402_at
11742403_at,LOC574016,CLLU1OS,CLLU1OS_11742403_at
11742404_at,LOC392360,CTSL3P,CTSL3P_11742404_at
11742405_at,LOC1943,EFNA2,EFNA2_11742405_at
11742406_x_at,LOC1442,CSH1,CSH1_11742406_x_at
11742407_at,LOC157848,NKX6-3,NKX6-3_11742407_at
11742408_at,,TPT1P8,TPT1P8_11742408_at
11742409_x_at,LOC11202,KLK8,KLK8_11742409_x_at
11742410_s_at,,HIST2H3C || HIST2H3A || HIST2H3D,HIST2H3C || HIST2H3A || HIST2H3D_11742410_s_at
11742411_s_at,LOC643677,CCDC168,CCDC168_11742411_s_at
11742412_a_at,LOC23145,SSPO,SSPO_11742412_a_at
11742413_a_at,LOC283450,HECTD4,HECTD4_11742413_a_at
11742414_x_at,LOC4651,MYO10,MYO10_11742414_x_at
11742415_a_at,LOC57597,BAHCC1,BAHCC1_11742415_a_at
11742416_s_at,LOC23358,USP24,USP24_11742416_s_at
11742417_at,LOC100129842,ZNF737,ZNF737_11742417_at
11742418_a_at,LOC23067,SETD1B,SETD1B_11742418_a_at
11742419_at,LOC91807,MYLK3,MYLK3_11742419_at
11742420_a_at,LOC2915,GRM5,GRM5_11742420_a_at
11742421_s_at,LOC2915,GRM5,GRM5_11742421_s_at
11742422_a_at,LOC55125,CEP192,CEP192_11742422_a_at
11742423_a_at,LOC261729,STEAP2,STEAP2_11742423_a_at
11742424_s_at,LOC641455,POTEM,POTEM_11742424_s_at
11742425_a_at,LOC2908,NR3C1,NR3C1_11742425_a_at
11742426_a_at,LOC65217,PCDH15,PCDH15_11742426_a_at
11742427_s_at,,LOC101930630 || STRC,LOC101930630 || STRC_11742427_s_at
11742428_a_at,LOC55806,HR,HR_11742428_a_at
11742429_x_at,LOC441234,ZNF716,ZNF716_11742429_x_at
11742430_s_at,LOC29104,N6AMT1,N6AMT1_11742430_s_at
11742431_a_at,LOC9162,DGKI,DGKI_11742431_a_at
11742432_a_at,LOC65065,NBEAL1,NBEAL1_11742432_a_at
11742433_a_at,LOC10060,ABCC9,ABCC9_11742433_a_at
11742434_a_at,LOC90668,LRRC16B,LRRC16B_11742434_a_at
11742435_a_at,LOC10059,DNM1L,DNM1L_11742435_a_at
11742436_at,LOC55117,SLC6A15,SLC6A15_11742436_at
11742437_a_at,LOC85451,UNK,UNK_11742437_a_at
11742438_at,LOC126205,NLRP8,NLRP8_11742438_at
11742439_s_at,LOC161823,ADAL,ADAL_11742439_s_at
11742440_at,LOC341350,OVCH1,OVCH1_11742440_at
11742441_a_at,LOC283777,FAM169B,FAM169B_11742441_a_at
11742442_a_at,LOC10083,USH1C,USH1C_11742442_a_at
11742443_a_at,LOC59336,PRDM13,PRDM13_11742443_a_at
11742444_a_at,LOC79837,PIP4K2C,PIP4K2C_11742444_a_at
11742445_at,,MSLNL,MSLNL_11742445_at
11742446_s_at,,FOXD4L2 || FOXD4L4 || FOXD4L5,FOXD4L2 || FOXD4L4 || FOXD4L5_11742446_s_at
11742447_x_at,LOC643904,RNF222,RNF222_11742447_x_at
11742448_a_at,LOC127255,LRRIQ3,LRRIQ3_11742448_a_at
11742449_a_at,LOC8542,APOL1,APOL1_11742449_a_at
11742450_a_at,LOC1305,COL13A1,COL13A1_11742450_a_at
11742451_at,LOC80834,TAS1R2,TAS1R2_11742451_at
11742452_s_at,,MAGED4 || MAGED4B,MAGED4 || MAGED4B_11742452_s_at
11742453_at,LOC51105,PHF20L1,PHF20L1_11742453_at
11742454_s_at,LOC51105,PHF20L1,PHF20L1_11742454_s_at
11742455_a_at,LOC8110,DPF3,DPF3_11742455_a_at
11742456_a_at,LOC5725,PTBP1,PTBP1_11742456_a_at
11742457_s_at,LOC5725,PTBP1,PTBP1_11742457_s_at
11742458_a_at,LOC388963,C2ORF81,C2ORF81_11742458_a_at
11742459_a_at,LOC222611,GPR111,GPR111_11742459_a_at
11742460_a_at,LOC645811,CCDC154,CCDC154_11742460_a_at
11742461_s_at,,PRAMEF18 || PRAMEF3 || PRAMEF19,PRAMEF18 || PRAMEF3 || PRAMEF19_11742461_s_at
11742462_x_at,LOC388512,CLEC17A,CLEC17A_11742462_x_at
11742463_at,LOC11023,VAX1,VAX1_11742463_at
11742464_s_at,LOC11023,VAX1,VAX1_11742464_s_at
11742465_x_at,LOC8073,PTP4A2,PTP4A2_11742465_x_at
11742466_a_at,LOC135644,TRIM40,TRIM40_11742466_a_at
11742467_a_at,LOC55038,CDCA4,CDCA4_11742467_a_at
11742468_at,LOC644943,RASSF10,RASSF10_11742468_at
11742469_at,LOC139604,MAGEB16,MAGEB16_11742469_at
11742470_a_at,LOC341880,SLC35F4,SLC35F4_11742470_a_at
11742471_a_at,LOC367,AR,AR_11742471_a_at
11742472_a_at,LOC150159,SLC9B1,SLC9B1_11742472_a_at
11742473_at,LOC729747,ZNF878,ZNF878_11742473_at
11742474_a_at,LOC286207,C9ORF117,C9ORF117_11742474_a_at
11742475_a_at,LOC8689,KRT36,KRT36_11742475_a_at
11742476_a_at,LOC441509,GLRA4,GLRA4_11742476_a_at
11742477_x_at,LOC642569,TRIM53AP,TRIM53AP_11742477_x_at
11742478_a_at,LOC3084,NRG1,NRG1_11742478_a_at
11742479_s_at,LOC27233,SULT1C4,SULT1C4_11742479_s_at
11742480_a_at,LOC2639,GCDH,GCDH_11742480_a_at
11742481_s_at,,PRAMEF21 || PRAMEF20,PRAMEF21 || PRAMEF20_11742481_s_at
11742482_a_at,LOC10093,ARPC4,ARPC4_11742482_a_at
11742483_a_at,LOC339512,C1ORF110,C1ORF110_11742483_a_at
11742484_a_at,LOC440044,SLC22A20,SLC22A20_11742484_a_at
11742485_s_at,LOC343071,PRAMEF10,PRAMEF10_11742485_s_at
11742486_s_at,,PRAMEF18 || PRAMEF3 || PRAMEF19 || PRAMEF22,PRAMEF18 || PRAMEF3 || PRAMEF19 || PRAMEF22_11742486_s_at
11742487_a_at,LOC1432,MAPK14,MAPK14_11742487_a_at
11742488_at,,TRIM75 || ENSG00000250374,TRIM75 || ENSG00000250374_11742488_at
11742489_at,LOC401036,ASB18,ASB18_11742489_at
11742490_a_at,LOC388324,INCA1,INCA1_11742490_a_at
11742491_at,LOC390594,KBTBD13,KBTBD13_11742491_at
11742492_at,LOC390231,TRIM77,TRIM77_11742492_at
11742493_a_at,LOC197342,EME2,EME2_11742493_a_at
11742494_s_at,LOC653509,SFTPA1,SFTPA1_11742494_s_at
11742495_x_at,LOC653509,SFTPA1,SFTPA1_11742495_x_at
11742496_at,LOC442425,FOXB2,FOXB2_11742496_at
11742497_x_at,LOC280657,SSX6,SSX6_11742497_x_at
11742498_x_at,,FAM86B2 || FAM86B1,FAM86B2 || FAM86B1_11742498_x_at
11742499_at,LOC138715,ARID3C,ARID3C_11742499_at
11742500_s_at,,PRY2 || PRY,PRY2 || PRY_11742500_s_at
11742501_a_at,LOC1211,CLTA,CLTA_11742501_a_at
11742502_at,LOC388199,PRR25,PRR25_11742502_at
11742503_a_at,LOC5446,PON3,PON3_11742503_a_at
11742504_x_at,LOC1211,CLTA,CLTA_11742504_x_at
11742505_at,LOC729767,CEACAM18,CEACAM18_11742505_at
11742506_at,LOC119695,OR52R1,OR52R1_11742506_at
11742507_at,LOC643905,PRR21,PRR21_11742507_at
11742508_a_at,LOC345222,MSANTD1,MSANTD1_11742508_a_at
11742509_at,LOC81309,OR4C15,OR4C15_11742509_at
11742510_at,LOC26696,OR2T1,OR2T1_11742510_at
11742511_a_at,LOC3566,IL4R,IL4R_11742511_a_at
11742512_x_at,LOC728224,KRTAP4-8,KRTAP4-8_11742512_x_at
11742513_at,LOC26737,OR1L1,OR1L1_11742513_at
11742514_at,LOC341568,OR8S1,OR8S1_11742514_at
11742515_at,LOC401665,OR51T1,OR51T1_11742515_at
11742516_at,LOC127074,OR2T4,OR2T4_11742516_at
11742517_x_at,LOC391194,OR2M2,OR2M2_11742517_x_at
11742518_at,LOC390882,OR7G2,OR7G2_11742518_at
11742519_at,LOC390439,OR11G2,OR11G2_11742519_at
11742520_at,LOC81328,OR4A15,OR4A15_11742520_at
11742521_at,LOC390436,OR4K17,OR4K17_11742521_at
11742522_at,LOC390154,OR5T3,OR5T3_11742522_at
11742523_s_at,,OR5T2 || OR5T3 || OR5T1,OR5T2 || OR5T3 || OR5T1_11742523_s_at
11742524_at,LOC127550,A3GALT2,A3GALT2_11742524_at
11742525_at,LOC340980,OR52B6,OR52B6_11742525_at
11742526_at,LOC125962,OR7G1,OR7G1_11742526_at
11742527_at,LOC341799,OR6S1,OR6S1_11742527_at
11742528_at,LOC391114,OR6K3,OR6K3_11742528_at
11742529_at,LOC150681,OR6B3,OR6B3_11742529_at
11742530_s_at,,OR6B3 || OR6B2,OR6B3 || OR6B2_11742530_s_at
11742531_x_at,LOC150681,OR6B3,OR6B3_11742531_x_at
11742532_at,LOC122748,OR11H6,OR11H6_11742532_at
11742533_at,LOC441911,OR10J3,OR10J3_11742533_at
11742534_at,LOC339521,FAM58BP,FAM58BP_11742534_at
11742535_x_at,LOC339521,FAM58BP,FAM58BP_11742535_x_at
11742536_at,LOC390144,OR5D16,OR5D16_11742536_at
11742537_a_at,LOC581,BAX,BAX_11742537_a_at
11742538_at,LOC283189,OR9G4,OR9G4_11742538_at
11742539_at,LOC128367,OR10X1,OR10X1_11742539_at
11742540_at,LOC119678,OR52E2,OR52E2_11742540_at
11742541_at,LOC219958,OR1S2,OR1S2_11742541_at
11742542_s_at,,OR1S2 || OR1S1,OR1S2 || OR1S1_11742542_s_at
11742543_at,LOC391112,OR6Y1,OR6Y1_11742543_at
11742544_at,LOC219447,OR5AS1,OR5AS1_11742544_at
11742545_at,LOC219479,OR5R1,OR5R1_11742545_at
11742546_at,LOC390037,OR52I1,OR52I1_11742546_at
11742547_at,,ENSG00000228117 || SDR16C6P,ENSG00000228117 || SDR16C6P_11742547_at
11742548_at,LOC283111,OR51V1,OR51V1_11742548_at
11742549_at,LOC403277,OR5K3,OR5K3_11742549_at
11742550_at,LOC403278,OR5K4,OR5K4_11742550_at
11742551_at,LOC26692,OR2W1,OR2W1_11742551_at
11742552_at,LOC138802,OR13C8,OR13C8_11742552_at
11742553_at,LOC79473,OR52N1,OR52N1_11742553_at
11742554_at,LOC138804,OR13C4,OR13C4_11742554_at
11742555_at,LOC286362,OR13C9,OR13C9_11742555_at
11742556_x_at,LOC286362,OR13C9,OR13C9_11742556_x_at
11742557_s_at,LOC10776,ARPP19,ARPP19_11742557_s_at
11742558_at,LOC119772,OR52M1,OR52M1_11742558_at
11742559_at,LOC403239,OR2T27,OR2T27_11742559_at
11742560_at,LOC81442,OR6N2,OR6N2_11742560_at
11742561_at,LOC81470,OR2G2,OR2G2_11742561_at
11742562_at,LOC126541,OR10H4,OR10H4_11742562_at
11742563_at,LOC121364,OR10A7,OR10A7_11742563_at
11742564_s_at,LOC283694,OR4N4,OR4N4_11742564_s_at
11742565_at,LOC119682,OR51L1,OR51L1_11742565_at
11742566_at,LOC285659,OR2V2,OR2V2_11742566_at
11742567_at,LOC390083,OR56A3,OR56A3_11742567_at
11742568_at,LOC390168,OR5M1,OR5M1_11742568_at
11742569_s_at,,OR5M10 || OR5M1,OR5M10 || OR5M1_11742569_s_at
11742570_at,LOC81168,OR8J3,OR8J3_11742570_at
11742571_at,LOC128360,OR10T2,OR10T2_11742571_at
11742572_at,LOC219436,OR5D14,OR5D14_11742572_at
11742573_at,LOC390142,OR5D13,OR5D13_11742573_at
11742574_at,LOC390199,OR4D9,OR4D9_11742574_at
11742575_at,LOC441608,OR5B3,OR5B3_11742575_at
11742576_at,LOC219965,OR5B17,OR5B17_11742576_at
11742577_at,LOC283365,OR6C6,OR6C6_11742577_at
11742578_at,LOC79310,OR5H2,OR5H2_11742578_at
11742579_at,LOC219954,OR9I1,OR9I1_11742579_at
11742580_a_at,LOC5545,PRB4,PRB4_11742580_a_at
11742581_at,LOC128368,OR10Z1,OR10Z1_11742581_at
11742582_at,LOC441669,OR4Q3,OR4Q3_11742582_at
11742583_at,LOC26533,OR10G3,OR10G3_11742583_at
