ProbeSet,LocusLink,Symbol,GeneID
11721129_at,LOC3054,HCFC1,HCFC1_11721129_at
11721130_at,LOC3054,HCFC1,HCFC1_11721130_at
11721131_x_at,LOC3054,HCFC1,HCFC1_11721131_x_at
11721132_at,LOC3054,HCFC1,HCFC1_11721132_at
11721133_at,LOC9945,GFPT2,GFPT2_11721133_at
11721134_at,LOC9945,GFPT2,GFPT2_11721134_at
11721135_s_at,LOC3486,IGFBP3,IGFBP3_11721135_s_at
11721136_a_at,LOC56942,CMC2,CMC2_11721136_a_at
11721137_a_at,LOC11157,LSM6,LSM6_11721137_a_at
11721138_x_at,LOC11157,LSM6,LSM6_11721138_x_at
11721139_a_at,LOC54963,UCKL1,UCKL1_11721139_a_at
11721140_a_at,LOC6920,TCEA3,TCEA3_11721140_a_at
11721141_x_at,LOC6920,TCEA3,TCEA3_11721141_x_at
11721142_a_at,LOC4288,MKI67,MKI67_11721142_a_at
11721143_a_at,LOC4288,MKI67,MKI67_11721143_a_at
11721144_a_at,LOC4288,MKI67,MKI67_11721144_a_at
11721145_s_at,LOC4288,MKI67,MKI67_11721145_s_at
11721146_a_at,LOC4288,MKI67,MKI67_11721146_a_at
11721147_at,LOC9145,SYNGR1,SYNGR1_11721147_at
11721148_at,LOC9145,SYNGR1,SYNGR1_11721148_at
11721149_a_at,LOC256586,LYSMD2,LYSMD2_11721149_a_at
11721150_at,,LOC101929253 || RAB40C,LOC101929253 || RAB40C_11721150_at
11721151_s_at,,LOC101929253 || RAB40C,LOC101929253 || RAB40C_11721151_s_at
11721152_a_at,LOC6788,STK3,STK3_11721152_a_at
11721153_a_at,LOC6788,STK3,STK3_11721153_a_at
11721154_a_at,LOC6788,STK3,STK3_11721154_a_at
11721155_a_at,LOC84640,USP38,USP38_11721155_a_at
11721156_a_at,LOC84640,USP38,USP38_11721156_a_at
11721157_at,LOC4913,NTHL1,NTHL1_11721157_at
11721158_a_at,LOC128338,DRAM2,DRAM2_11721158_a_at
11721159_x_at,LOC128338,DRAM2,DRAM2_11721159_x_at
11721160_a_at,LOC6895,TARBP2,TARBP2_11721160_a_at
11721161_a_at,LOC10217,CTDSPL,CTDSPL_11721161_a_at
11721162_a_at,LOC10217,CTDSPL,CTDSPL_11721162_a_at
11721163_a_at,LOC23351,KHNYN,KHNYN_11721163_a_at
11721164_a_at,LOC23351,KHNYN,KHNYN_11721164_a_at
11721165_a_at,LOC23351,KHNYN,KHNYN_11721165_a_at
11721166_a_at,LOC55937,APOM,APOM_11721166_a_at
11721167_a_at,LOC2036,EPB41L1,EPB41L1_11721167_a_at
11721168_a_at,LOC2036,EPB41L1,EPB41L1_11721168_a_at
11721169_a_at,LOC29108,PYCARD,PYCARD_11721169_a_at
11721170_a_at,LOC22954,TRIM32,TRIM32_11721170_a_at
11721171_at,LOC22954,TRIM32,TRIM32_11721171_at
11721172_at,LOC22954,TRIM32,TRIM32_11721172_at
11721173_a_at,LOC23355,VPS8,VPS8_11721173_a_at
11721174_a_at,LOC84305,WIBG,WIBG_11721174_a_at
11721175_at,LOC5918,RARRES1,RARRES1_11721175_at
11721176_at,LOC9858,PPP1R26,PPP1R26_11721176_at
11721177_at,LOC5307,PITX1,PITX1_11721177_at
11721178_a_at,LOC5307,PITX1,PITX1_11721178_a_at
11721179_at,LOC23172,FAM175B,FAM175B_11721179_at
11721180_at,LOC23172,FAM175B,FAM175B_11721180_at
11721181_a_at,LOC7436,VLDLR,VLDLR_11721181_a_at
11721182_a_at,LOC9890,LPR4*,LPR4*_11721182_a_at
11721183_at,LOC9890,LPR4*,LPR4*_11721183_at
11721184_at,LOC340348,TSPAN33,TSPAN33_11721184_at
11721185_at,LOC1954,MEGF8,MEGF8_11721185_at
11721186_a_at,LOC5875,RABGGTA,RABGGTA_11721186_a_at
11721187_a_at,LOC23229,ARHGEF9,ARHGEF9_11721187_a_at
11721188_a_at,LOC23229,ARHGEF9,ARHGEF9_11721188_a_at
11721189_at,LOC245812,CNPY4,CNPY4_11721189_at
11721190_a_at,LOC283237,TTC9C,TTC9C_11721190_a_at
11721191_at,LOC9469,CHST3,CHST3_11721191_at
11721192_at,LOC9469,CHST3,CHST3_11721192_at
11721193_at,LOC9469,CHST3,CHST3_11721193_at
11721194_a_at,LOC23076,RRP1B,RRP1B_11721194_a_at
11721195_s_at,LOC23076,RRP1B,RRP1B_11721195_s_at
11721196_a_at,LOC116843,SLC18B1,SLC18B1_11721196_a_at
11721197_s_at,LOC8642,DCHS1,DCHS1_11721197_s_at
11721198_a_at,LOC338773,TMEM119,TMEM119_11721198_a_at
11721199_a_at,LOC55764,IFT122,IFT122_11721199_a_at
11721200_at,LOC55223,TRIM62,TRIM62_11721200_at
11721201_x_at,LOC55223,TRIM62,TRIM62_11721201_x_at
11721202_at,LOC6039,RNASE6,RNASE6_11721202_at
11721203_at,LOC91179,SCARF2,SCARF2_11721203_at
11721204_a_at,LOC288,ANK3,ANK3_11721204_a_at
11721205_a_at,LOC288,ANK3,ANK3_11721205_a_at
11721206_x_at,LOC288,ANK3,ANK3_11721206_x_at
11721207_s_at,LOC57700,FAM160B1,FAM160B1_11721207_s_at
11721208_at,LOC126917,IFFO2,IFFO2_11721208_at
11721209_a_at,LOC9156,EXO1,EXO1_11721209_a_at
11721210_a_at,LOC23513,SCRIB,SCRIB_11721210_a_at
11721211_x_at,LOC23513,SCRIB,SCRIB_11721211_x_at
11721212_a_at,LOC7060,THBS4,THBS4_11721212_a_at
11721213_a_at,LOC7461,CLIP2,CLIP2_11721213_a_at
11721214_a_at,LOC54664,TMEM106B,TMEM106B_11721214_a_at
11721215_a_at,LOC54664,TMEM106B,TMEM106B_11721215_a_at
11721216_s_at,LOC54664,TMEM106B,TMEM106B_11721216_s_at
11721217_s_at,LOC54664,TMEM106B,TMEM106B_11721217_s_at
11721218_a_at,LOC253827,MSRB3,MSRB3_11721218_a_at
11721219_a_at,LOC1373,CPS1,CPS1_11721219_a_at
11721220_s_at,LOC24149,ZNF318,ZNF318_11721220_s_at
11721221_at,LOC24149,ZNF318,ZNF318_11721221_at
11721222_s_at,LOC54531,MIER2,MIER2_11721222_s_at
11721223_at,LOC8309,ACOX2,ACOX2_11721223_at
11721224_at,LOC744,MPPED2,MPPED2_11721224_at
11721225_a_at,LOC92154,MTSS1L,MTSS1L_11721225_a_at
11721226_x_at,LOC92154,MTSS1L,MTSS1L_11721226_x_at
11721227_at,LOC23592,LEMD3,LEMD3_11721227_at
11721228_s_at,LOC23592,LEMD3,LEMD3_11721228_s_at
11721229_at,LOC23592,LEMD3,LEMD3_11721229_at
11721230_a_at,LOC222389,BEND7,BEND7_11721230_a_at
11721231_a_at,LOC79609,VCPKMT,VCPKMT_11721231_a_at
11721232_s_at,LOC79609,VCPKMT,VCPKMT_11721232_s_at
11721233_a_at,LOC7626,ZNF75D,ZNF75D_11721233_a_at
11721234_a_at,LOC7626,ZNF75D,ZNF75D_11721234_a_at
11721235_at,LOC1101,CHAD,CHAD_11721235_at
11721236_a_at,LOC10184,LHFPL2,LHFPL2_11721236_a_at
11721237_a_at,LOC10184,LHFPL2,LHFPL2_11721237_a_at
11721238_s_at,LOC10632,ATP5L,ATP5L_11721238_s_at
11721239_x_at,LOC10632,ATP5L,ATP5L_11721239_x_at
11721240_at,LOC126208,ZNF787,ZNF787_11721240_at
11721241_at,LOC116448,OLIG1,OLIG1_11721241_at
11721242_s_at,LOC2222,FDFT1,FDFT1_11721242_s_at
11721243_a_at,LOC51056,LAP3,LAP3_11721243_a_at
11721244_a_at,LOC633,BGN,BGN_11721244_a_at
11721245_s_at,LOC633,BGN,BGN_11721245_s_at
11721246_x_at,LOC633,BGN,BGN_11721246_x_at
11721247_a_at,LOC116535,MRGPRF,MRGPRF_11721247_a_at
11721248_s_at,LOC54331,GNG2,GNG2_11721248_s_at
11721249_a_at,LOC54331,GNG2,GNG2_11721249_a_at
11721250_s_at,,LOC150776 || SMPD4,LOC150776 || SMPD4_11721250_s_at
11721251_at,LOC4236,MFAP1,MFAP1_11721251_at
11721252_a_at,LOC29895,MYLPF,MYLPF_11721252_a_at
11721253_at,LOC29895,MYLPF,MYLPF_11721253_at
11721254_s_at,LOC51566,ARMCX3,ARMCX3_11721254_s_at
11721255_at,LOC595,CCND1,CCND1_11721255_at
11721256_a_at,LOC595,CCND1,CCND1_11721256_a_at
11721257_at,LOC595,CCND1,CCND1_11721257_at
11721258_a_at,LOC3852,KRT5,KRT5_11721258_a_at
11721259_a_at,LOC22911,WDR47,WDR47_11721259_a_at
11721260_a_at,LOC22911,WDR47,WDR47_11721260_a_at
11721261_a_at,LOC55224,ETNK2,ETNK2_11721261_a_at
11721262_at,LOC54534,MRPL50,MRPL50_11721262_at
11721263_at,LOC2891,GRIA2,GRIA2_11721263_at
11721264_a_at,LOC2891,GRIA2,GRIA2_11721264_a_at
11721265_s_at,LOC5188,PET112,PET112_11721265_s_at
11721266_at,LOC56649,TMPRSS4,TMPRSS4_11721266_at
11721267_s_at,LOC56649,TMPRSS4,TMPRSS4_11721267_s_at
11721268_s_at,LOC56649,TMPRSS4,TMPRSS4_11721268_s_at
11721269_a_at,LOC29106,SCG3,SCG3_11721269_a_at
11721270_at,LOC29106,SCG3,SCG3_11721270_at
11721271_a_at,LOC55379,LRRC59,LRRC59_11721271_a_at
11721272_at,LOC55379,LRRC59,LRRC59_11721272_at
11721273_at,LOC7181,NR2C1,NR2C1_11721273_at
11721274_a_at,LOC7181,NR2C1,NR2C1_11721274_a_at
11721275_a_at,LOC117143,TADA1,TADA1_11721275_a_at
11721276_s_at,LOC117143,TADA1,TADA1_11721276_s_at
11721277_a_at,LOC6839,SUV39H1,SUV39H1_11721277_a_at
11721278_s_at,LOC6839,SUV39H1,SUV39H1_11721278_s_at
11721279_x_at,LOC6839,SUV39H1,SUV39H1_11721279_x_at
11721280_a_at,LOC10136,CELA3A,CELA3A_11721280_a_at
11721281_x_at,LOC10136,CELA3A,CELA3A_11721281_x_at
11721282_a_at,LOC5437,POLR2H,POLR2H_11721282_a_at
11721283_a_at,LOC8760,CDS2,CDS2_11721283_a_at
11721284_a_at,LOC8760,CDS2,CDS2_11721284_a_at
11721285_a_at,LOC9519,TBPL1,TBPL1_11721285_a_at
11721286_at,LOC5550,PREP,PREP_11721286_at
11721287_a_at,LOC51741,WWOX,WWOX_11721287_a_at
11721288_a_at,LOC51741,WWOX,WWOX_11721288_a_at
11721289_at,LOC7170,TPM3,TPM3_11721289_at
11721290_a_at,LOC2152,F3,F3_11721290_a_at
11721291_a_at,LOC2152,F3,F3_11721291_a_at
11721292_a_at,LOC9815,GIT2,GIT2_11721292_a_at
11721293_x_at,LOC9815,GIT2,GIT2_11721293_x_at
11721294_a_at,LOC9815,GIT2,GIT2_11721294_a_at
11721295_a_at,LOC8027,STAM,STAM_11721295_a_at
11721296_a_at,LOC4707,NDUFB1,NDUFB1_11721296_a_at
11721297_at,LOC58527,ABRACL,ABRACL_11721297_at
11721298_a_at,LOC54460,MRPS21,MRPS21_11721298_a_at
11721299_x_at,LOC54460,MRPS21,MRPS21_11721299_x_at
11721300_a_at,LOC140823,ROMO1,ROMO1_11721300_a_at
11721301_a_at,LOC5867,RAB4A,RAB4A_11721301_a_at
11721302_a_at,LOC9976,CLEC2B,CLEC2B_11721302_a_at
11721303_at,LOC9976,CLEC2B,CLEC2B_11721303_at
11721304_at,LOC10267,RAMP1,RAMP1_11721304_at
11721305_a_at,LOC22822,PHLDA1,PHLDA1_11721305_a_at
11721306_at,LOC22822,PHLDA1,PHLDA1_11721306_at
11721307_at,LOC22822,PHLDA1,PHLDA1_11721307_at
11721308_at,LOC22822,PHLDA1,PHLDA1_11721308_at
11721309_x_at,,LOC100996657 || SRSF10,LOC100996657 || SRSF10_11721309_x_at
11721310_s_at,,LOC100996657 || SRSF10,LOC100996657 || SRSF10_11721310_s_at
11721311_s_at,,LOC100996657 || SRSF10,LOC100996657 || SRSF10_11721311_s_at
11721312_a_at,LOC475,ATOX1,ATOX1_11721312_a_at
11721313_a_at,LOC57488,ESYT2,ESYT2_11721313_a_at
11721314_at,LOC57488,ESYT2,ESYT2_11721314_at
11721315_s_at,LOC26234,FBXL5,FBXL5_11721315_s_at
11721316_a_at,LOC5957,RCVRN,RCVRN_11721316_a_at
11721317_at,LOC25849,PARM1,PARM1_11721317_at
11721318_at,LOC25849,PARM1,PARM1_11721318_at
11721319_s_at,LOC57128,LYRM4,LYRM4_11721319_s_at
11721320_s_at,LOC57128,LYRM4,LYRM4_11721320_s_at
11721321_x_at,LOC57128,LYRM4,LYRM4_11721321_x_at
11721322_at,LOC81622,UNC93B1,UNC93B1_11721322_at
11721323_a_at,LOC26000,TBC1D10B,TBC1D10B_11721323_a_at
11721324_a_at,LOC26000,TBC1D10B,TBC1D10B_11721324_a_at
11721325_a_at,LOC23464,GCAT,GCAT_11721325_a_at
11721326_at,LOC57415,C3ORF14,C3ORF14_11721326_at
11721327_a_at,LOC25861,DFNB31,DFNB31_11721327_a_at
11721328_a_at,LOC8732,RNGTT,RNGTT_11721328_a_at
11721329_a_at,LOC8732,RNGTT,RNGTT_11721329_a_at
11721330_s_at,LOC8732,RNGTT,RNGTT_11721330_s_at
11721331_x_at,LOC8732,RNGTT,RNGTT_11721331_x_at
11721332_s_at,LOC9577,BRE,BRE_11721332_s_at
11721333_a_at,LOC5352,PLOD2,PLOD2_11721333_a_at
11721334_a_at,LOC5352,PLOD2,PLOD2_11721334_a_at
11721335_x_at,LOC5352,PLOD2,PLOD2_11721335_x_at
11721336_at,LOC23641,LDOC1,LDOC1_11721336_at
11721337_a_at,LOC80232,WDR26,WDR26_11721337_a_at
11721338_a_at,LOC80232,WDR26,WDR26_11721338_a_at
11721339_a_at,LOC8648,NCOA1,NCOA1_11721339_a_at
11721340_s_at,LOC8648,NCOA1,NCOA1_11721340_s_at
11721341_s_at,LOC8648,NCOA1,NCOA1_11721341_s_at
11721342_a_at,LOC8648,NCOA1,NCOA1_11721342_a_at
11721343_a_at,LOC8648,NCOA1,NCOA1_11721343_a_at
11721344_a_at,LOC11330,CTRC,CTRC_11721344_a_at
11721345_at,LOC26499,PLEK2,PLEK2_11721345_at
11721346_a_at,LOC219972,MPEG1,MPEG1_11721346_a_at
11721347_a_at,LOC219972,MPEG1,MPEG1_11721347_a_at
11721348_a_at,LOC54961,SSH3,SSH3_11721348_a_at
11721349_s_at,LOC11274,USP18,USP18_11721349_s_at
11721350_s_at,LOC51529,ANAPC11,ANAPC11_11721350_s_at
11721351_at,LOC6505,SLC1A1,SLC1A1_11721351_at
11721352_at,LOC6505,SLC1A1,SLC1A1_11721352_at
11721353_at,LOC2591,GALNT3,GALNT3_11721353_at
11721354_at,LOC2591,GALNT3,GALNT3_11721354_at
11721355_a_at,LOC83719,YPEL3,YPEL3_11721355_a_at
11721356_s_at,LOC83719,YPEL3,YPEL3_11721356_s_at
11721357_at,LOC4828,NMB,NMB_11721357_at
11721358_a_at,LOC3697,ITIH1,ITIH1_11721358_a_at
11721359_a_at,LOC3697,ITIH1,ITIH1_11721359_a_at
11721360_at,LOC83989,FAM172A,FAM172A_11721360_at
11721361_a_at,LOC83989,FAM172A,FAM172A_11721361_a_at
11721362_a_at,LOC8491,MAP4K3,MAP4K3_11721362_a_at
11721363_x_at,LOC3658,IREB2,IREB2_11721363_x_at
11721364_s_at,LOC3658,IREB2,IREB2_11721364_s_at
11721365_a_at,LOC3658,IREB2,IREB2_11721365_a_at
11721366_at,LOC91107,TRIM47,TRIM47_11721366_at
11721367_a_at,LOC84292,WDR83,WDR83_11721367_a_at
11721368_at,LOC9244,CRLF1,CRLF1_11721368_at
11721369_a_at,LOC83696,TRAPPC9,TRAPPC9_11721369_a_at
11721370_at,LOC83439,TCF7L1,TCF7L1_11721370_at
11721371_x_at,LOC83439,TCF7L1,TCF7L1_11721371_x_at
11721372_at,LOC83439,TCF7L1,TCF7L1_11721372_at
11721373_at,LOC219738,C10ORF35,C10ORF35_11721373_at
11721374_a_at,LOC596,BCL2,BCL2_11721374_a_at
11721375_a_at,LOC596,BCL2,BCL2_11721375_a_at
11721376_at,LOC596,BCL2,BCL2_11721376_at
11721377_x_at,LOC596,BCL2,BCL2_11721377_x_at
11721378_at,LOC23194,FBXL7,FBXL7_11721378_at
11721379_a_at,LOC10536,LEPREL2,LEPREL2_11721379_a_at
11721380_x_at,LOC79158,GNPTAB,GNPTAB_11721380_x_at
11721381_at,LOC79158,GNPTAB,GNPTAB_11721381_at
11721382_at,LOC55102,ATG2B,ATG2B_11721382_at
11721383_s_at,LOC55102,ATG2B,ATG2B_11721383_s_at
11721384_at,LOC55102,ATG2B,ATG2B_11721384_at
11721385_a_at,LOC9820,CUL7,CUL7_11721385_a_at
11721386_s_at,LOC9820,CUL7,CUL7_11721386_s_at
11721387_at,LOC114294,LACTB,LACTB_11721387_at
11721388_a_at,LOC5026,P2RX5,P2RX5_11721388_a_at
11721389_a_at,LOC10590,SCGN,SCGN_11721389_a_at
11721390_at,LOC94031,HTRA3,HTRA3_11721390_at
11721391_at,LOC9755,TBKBP1,TBKBP1_11721391_at
11721392_a_at,LOC84695,LOXL3,LOXL3_11721392_a_at
11721393_at,LOC4815,NINJ2,NINJ2_11721393_at
11721394_a_at,LOC84062,DTNBP1,DTNBP1_11721394_a_at
11721395_a_at,LOC84939,MUM1,MUM1_11721395_a_at
11721396_at,LOC84939,MUM1,MUM1_11721396_at
11721397_at,LOC84444,DOT1L,DOT1L_11721397_at
11721398_a_at,LOC84444,DOT1L,DOT1L_11721398_a_at
11721399_a_at,LOC9353,SLIT2,SLIT2_11721399_a_at
11721400_a_at,LOC84337,ELOF1,ELOF1_11721400_a_at
11721401_a_at,LOC8202,NCOA3,NCOA3_11721401_a_at
11721402_a_at,LOC8202,NCOA3,NCOA3_11721402_a_at
11721403_s_at,LOC8202,NCOA3,NCOA3_11721403_s_at
11721404_s_at,LOC8202,NCOA3,NCOA3_11721404_s_at
11721405_s_at,LOC8202,NCOA3,NCOA3_11721405_s_at
11721406_at,LOC84256,FLYWCH1,FLYWCH1_11721406_at
11721407_a_at,LOC84256,FLYWCH1,FLYWCH1_11721407_a_at
11721408_a_at,LOC196743,PAOX,PAOX_11721408_a_at
11721409_a_at,LOC8576,STK16,STK16_11721409_a_at
11721410_s_at,LOC8576,STK16,STK16_11721410_s_at
11721411_a_at,LOC54836,BSPRY,BSPRY_11721411_a_at
11721412_a_at,LOC54836,BSPRY,BSPRY_11721412_a_at
11721413_at,LOC54799,MBTD1,MBTD1_11721413_at
11721414_s_at,LOC80021,TMEM62,TMEM62_11721414_s_at
11721415_at,LOC80021,TMEM62,TMEM62_11721415_at
11721416_a_at,LOC51111,SUV420H1,SUV420H1_11721416_a_at
11721417_at,LOC6338,SCNN1B,SCNN1B_11721417_at
11721418_at,LOC344558,SH3RF3,SH3RF3_11721418_at
11721419_at,LOC11201,POLI,POLI_11721419_at
11721420_a_at,LOC23108,RAP1GAP2,RAP1GAP2_11721420_a_at
11721421_s_at,LOC23108,RAP1GAP2,RAP1GAP2_11721421_s_at
11721422_s_at,LOC79582,SPAG16,SPAG16_11721422_s_at
11721423_a_at,LOC51321,AMZ2,AMZ2_11721423_a_at
11721424_at,LOC7855,FZD5,FZD5_11721424_at
11721425_at,LOC7855,FZD5,FZD5_11721425_at
11721426_at,LOC7855,FZD5,FZD5_11721426_at
11721427_at,LOC7855,FZD5,FZD5_11721427_at
11721428_a_at,LOC6926,TBX3,TBX3_11721428_a_at
11721429_a_at,LOC6926,TBX3,TBX3_11721429_a_at
11721430_a_at,LOC55638,SYBU,SYBU_11721430_a_at
11721431_a_at,LOC55638,SYBU,SYBU_11721431_a_at
11721432_a_at,LOC55201,MAP1S,MAP1S_11721432_a_at
11721433_a_at,LOC51185,CRBN,CRBN_11721433_a_at
11721434_a_at,LOC51185,CRBN,CRBN_11721434_a_at
11721435_at,LOC8614,STC2,STC2_11721435_at
11721436_a_at,LOC8614,STC2,STC2_11721436_a_at
11721437_a_at,LOC8614,STC2,STC2_11721437_a_at
11721438_s_at,,DEFA1 || DEFA3 || DEFA1B,DEFA1 || DEFA3 || DEFA1B_11721438_s_at
11721439_a_at,LOC26092,TOR1AIP1,TOR1AIP1_11721439_a_at
11721440_at,LOC26092,TOR1AIP1,TOR1AIP1_11721440_at
11721441_x_at,LOC57035,C1ORF63,C1ORF63_11721441_x_at
11721442_at,LOC84153,RNASEH2C,RNASEH2C_11721442_at
11721443_a_at,LOC84153,RNASEH2C,RNASEH2C_11721443_a_at
11721444_a_at,LOC8697,CDC23,CDC23_11721444_a_at
11721445_x_at,LOC2065,ERBB3,ERBB3_11721445_x_at
11721446_a_at,LOC8723,SNX4,SNX4_11721446_a_at
11721447_at,LOC8723,SNX4,SNX4_11721447_at
11721448_a_at,LOC2107,ETF1,ETF1_11721448_a_at
11721449_a_at,LOC2107,ETF1,ETF1_11721449_a_at
11721450_x_at,LOC2107,ETF1,ETF1_11721450_x_at
11721451_a_at,LOC2107,ETF1,ETF1_11721451_a_at
11721452_a_at,LOC64431,ACTR6,ACTR6_11721452_a_at
11721453_at,LOC65080,MRPL44,MRPL44_11721453_at
11721454_a_at,LOC5265,SERPINA1,SERPINA1_11721454_a_at
11721455_s_at,LOC5265,SERPINA1,SERPINA1_11721455_s_at
11721456_x_at,LOC5265,SERPINA1,SERPINA1_11721456_x_at
11721457_a_at,LOC5265,SERPINA1,SERPINA1_11721457_a_at
11721458_s_at,LOC11253,MAN1B1,MAN1B1_11721458_s_at
11721459_a_at,LOC55080,TAPBPL,TAPBPL_11721459_a_at
11721460_s_at,LOC55080,TAPBPL,TAPBPL_11721460_s_at
11721461_a_at,LOC10987,COPS5,COPS5_11721461_a_at
11721462_at,LOC9885,OSBPL2,OSBPL2_11721462_at
11721463_a_at,LOC9885,OSBPL2,OSBPL2_11721463_a_at
11721464_x_at,LOC9885,OSBPL2,OSBPL2_11721464_x_at
11721465_a_at,LOC9885,OSBPL2,OSBPL2_11721465_a_at
11721466_s_at,LOC1347,COX7A2,COX7A2_11721466_s_at
11721467_s_at,LOC80381,CD276,CD276_11721467_s_at
11721468_at,LOC114327,EFHC1,EFHC1_11721468_at
11721469_at,LOC114327,EFHC1,EFHC1_11721469_at
11721470_s_at,LOC8661,EIF3A,EIF3A_11721470_s_at
11721471_a_at,LOC8661,EIF3A,EIF3A_11721471_a_at
11721472_a_at,LOC3052,HCCS,HCCS_11721472_a_at
11721473_a_at,LOC3052,HCCS,HCCS_11721473_a_at
11721474_a_at,LOC2824,GPM6B,GPM6B_11721474_a_at
11721475_a_at,LOC2824,GPM6B,GPM6B_11721475_a_at
11721476_a_at,LOC1174,AP1S1,AP1S1_11721476_a_at
11721477_a_at,LOC9675,TTI1,TTI1_11721477_a_at
11721478_a_at,LOC55204,GOLPH3L,GOLPH3L_11721478_a_at
11721479_at,LOC55204,GOLPH3L,GOLPH3L_11721479_at
11721480_s_at,LOC55204,GOLPH3L,GOLPH3L_11721480_s_at
11721481_at,LOC55204,GOLPH3L,GOLPH3L_11721481_at
11721482_x_at,LOC55204,GOLPH3L,GOLPH3L_11721482_x_at
11721483_at,LOC11007,CCDC85B,CCDC85B_11721483_at
11721484_at,LOC11007,CCDC85B,CCDC85B_11721484_at
11721485_at,LOC112858,TP53RK,TP53RK_11721485_at
11721486_at,LOC112858,TP53RK,TP53RK_11721486_at
11721487_s_at,LOC112858,TP53RK,TP53RK_11721487_s_at
11721488_a_at,LOC10395,DLC1,DLC1_11721488_a_at
11721489_a_at,LOC9322,TRIP10,TRIP10_11721489_a_at
11721490_x_at,LOC9322,TRIP10,TRIP10_11721490_x_at
11721491_a_at,LOC2203,FBP1,FBP1_11721491_a_at
11721492_a_at,LOC56311,ANKRD7,ANKRD7_11721492_a_at
11721493_a_at,LOC55959,SULF2,SULF2_11721493_a_at
11721494_at,LOC55339,WDR33,WDR33_11721494_at
11721495_a_at,LOC55339,WDR33,WDR33_11721495_a_at
11721496_at,LOC55339,WDR33,WDR33_11721496_at
11721497_s_at,LOC55339,WDR33,WDR33_11721497_s_at
11721498_a_at,LOC8459,TPST2,TPST2_11721498_a_at
11721499_x_at,LOC5476,CTSA,CTSA_11721499_x_at
11721500_at,LOC23075,SWAP70,SWAP70_11721500_at
11721501_x_at,LOC23075,SWAP70,SWAP70_11721501_x_at
11721502_at,LOC23075,SWAP70,SWAP70_11721502_at
11721503_a_at,LOC53947,A4GALT,A4GALT_11721503_a_at
11721504_a_at,,CKLF-CMTM1 || CKLF,CKLF-CMTM1 || CKLF_11721504_a_at
11721505_a_at,LOC54938,SARS2,SARS2_11721505_a_at
11721506_a_at,LOC1857,DVL3,DVL3_11721506_a_at
11721507_at,LOC1857,DVL3,DVL3_11721507_at
11721508_at,LOC1857,DVL3,DVL3_11721508_at
11721509_s_at,LOC116150,NUS1,NUS1_11721509_s_at
11721510_x_at,LOC116150,NUS1,NUS1_11721510_x_at
11721511_at,LOC116150,NUS1,NUS1_11721511_at
11721512_a_at,LOC29090,TIMM21,TIMM21_11721512_a_at
11721513_a_at,LOC81565,NDEL1,NDEL1_11721513_a_at
11721514_a_at,LOC56954,NIT2,NIT2_11721514_a_at
11721515_a_at,LOC10548,TM9SF1,TM9SF1_11721515_a_at
11721516_at,LOC64426,SUDS3,SUDS3_11721516_at
11721517_s_at,LOC64426,SUDS3,SUDS3_11721517_s_at
11721518_at,LOC64426,SUDS3,SUDS3_11721518_at
11721519_at,LOC23390,ZDHHC17,ZDHHC17_11721519_at
11721520_at,LOC23390,ZDHHC17,ZDHHC17_11721520_at
11721521_at,LOC23390,ZDHHC17,ZDHHC17_11721521_at
11721522_a_at,LOC27301,APEX2,APEX2_11721522_a_at
11721523_s_at,LOC51123,ZNF706,ZNF706_11721523_s_at
11721524_s_at,LOC51123,ZNF706,ZNF706_11721524_s_at
11721525_s_at,,BOLA2 || BOLA2B,BOLA2 || BOLA2B_11721525_s_at
11721526_a_at,LOC80209,PROSER1,PROSER1_11721526_a_at
11721527_a_at,LOC80209,PROSER1,PROSER1_11721527_a_at
11721528_at,LOC51201,ZDHHC2,ZDHHC2_11721528_at
11721529_at,LOC51201,ZDHHC2,ZDHHC2_11721529_at
11721530_at,LOC51201,ZDHHC2,ZDHHC2_11721530_at
11721531_a_at,LOC362,AQP5,AQP5_11721531_a_at
11721532_x_at,LOC8672,EIF4G3,EIF4G3_11721532_x_at
11721533_at,LOC6873,TAF2,TAF2_11721533_at
11721534_at,LOC6873,TAF2,TAF2_11721534_at
11721535_a_at,,JPH4 || AP1G2,JPH4 || AP1G2_11721535_a_at
11721536_a_at,LOC6834,SURF1,SURF1_11721536_a_at
11721537_a_at,LOC10087,COL4A3BP,COL4A3BP_11721537_a_at
11721538_a_at,LOC10087,COL4A3BP,COL4A3BP_11721538_a_at
11721539_at,LOC376267,RAB15,RAB15_11721539_at
11721540_a_at,LOC5603,MAPK13,MAPK13_11721540_a_at
11721541_at,LOC10691,GMEB1,GMEB1_11721541_at
11721542_a_at,LOC92979,9-Mar,9-Mar_11721542_a_at
11721543_a_at,LOC64651,CSRNP1,CSRNP1_11721543_a_at
11721544_at,LOC25880,TMEM186,TMEM186_11721544_at
11721545_x_at,LOC6935,ZEB1,ZEB1_11721545_x_at
11721546_s_at,LOC6935,ZEB1,ZEB1_11721546_s_at
11721547_s_at,LOC6935,ZEB1,ZEB1_11721547_s_at
11721548_a_at,LOC202333,CMYA5,CMYA5_11721548_a_at
11721549_a_at,LOC10623,POLR3C,POLR3C_11721549_a_at
11721550_x_at,LOC10623,POLR3C,POLR3C_11721550_x_at
11721551_a_at,LOC10847,SRCAP,SRCAP_11721551_a_at
11721552_a_at,LOC2550,GABBR1,GABBR1_11721552_a_at
